879778,10.0
879779,10.0
879780,8.0
879781,9.0
879782,9.0
879783,9.0
879784,10.0
879785,10.0
879786,10.0
879787,9.0
879788,10.0
879789,10.0
879790,8.0
879791,9.0
879792,9.0
879793,10.0
879794,9.0
879795,3.0
879796,10.0
879797,9.0
879798,10.0
879799,9.0
879800,10.0
879802,10.0
879804,10.0
879805,9.0
879806,10.0
879807,9.0
879808,9.0
879809,10.0
879810,10.0
879811,10.0
879812,9.0
879813,10.0
879814,10.0
879815,9.0
879816,9.0
879817,10.0
879818,9.0
879819,10.0
879820,10.0
879821,9.0
879822,10.0
879823,10.0
879824,10.0
879825,9.0
879826,8.0
879827,9.0
879828,9.0
879829,9.0
879830,10.0
879831,10.0
879832,10.0
879833,10.0
879834,8.0
879835,10.0
879836,10.0
879837,10.0
879838,10.0
879839,9.0
879840,9.0
879841,10.0
879842,9.0
879844,9.0
879845,10.0
879846,9.0
879847,9.0
879848,10.0
879849,9.0
879850,10.0
879851,9.0
879852,10.0
879853,9.0
879854,9.0
879855,10.0
879856,10.0
879857,10.0
879858,9.0
879859,6.0
879860,9.0
879861,10.0
879862,9.0
879863,9.0
879864,10.0
879865,9.0
879866,10.0
879867,10.0
879868,10.0
879869,10.0
879870,9.0
879871,10.0
879872,10.0
879873,10.0
879874,9.0
879875,10.0
879876,9.0
879877,9.0
879878,9.0
879879,9.0
879880,9.0
879881,10.0
879882,9.0
879883,9.0
879884,9.0
879885,9.0
879886,10.0
879887,9.0
879888,9.0
879889,10.0
879890,10.0
879891,9.0
879892,9.0
879893,9.0
879894,9.0
879896,9.0
879897,10.0
879898,9.0
879899,10.0
879900,10.0
879901,7.0
879902,9.0
879903,10.0
879904,9.0
879905,9.0
879906,8.0
879907,10.0
879908,10.0
879909,10.0
879910,10.0
879911,9.0
879912,10.0
879913,9.0
879915,10.0
879916,9.0
879917,11.0
879918,10.0
879921,9.0
879922,10.0
879923,10.0
879924,10.0
879926,10.0
879927,9.0
879928,10.0
879929,10.0
879930,9.0
879931,10.0
879932,10.0
879933,5.0
879934,9.0
879935,10.0
879936,9.0
879937,9.0
879938,10.0
879939,10.0
879941,9.0
879942,10.0
879943,9.0
879944,9.0
879945,9.0
879946,10.0
879947,9.0
879948,10.0
879949,9.0
879951,10.0
879952,10.0
879953,10.0
879954,10.0
879955,10.0
879956,10.0
879957,9.0
879958,10.0
879959,10.0
879960,10.0
879961,10.0
879962,9.0
879963,9.0
879964,9.0
879965,10.0
879966,9.0
879967,9.0
879969,10.0
879970,9.0
879971,10.0
879972,10.0
879973,10.0
879974,10.0
879975,10.0
879976,5.0
879977,10.0
879978,10.0
879979,9.0
879980,10.0
879981,10.0
879982,9.0
879983,7.0
879984,10.0
879985,10.0
879986,10.0
879987,9.0
879988,10.0
879989,10.0
879990,8.0
879991,9.0
879992,10.0
879993,10.0
879994,9.0
879995,5.0
879996,9.0
879997,10.0
879998,10.0
879999,9.0
880000,10.0
880002,10.0
880003,9.0
880004,9.0
880005,9.0
880006,9.0
880007,9.0
880008,9.0
880009,9.0
880010,9.0
880011,9.0
880012,9.0
880013,9.0
880014,9.0
880015,9.0
880016,9.0
880017,9.0
880018,10.0
880019,10.0
880020,9.0
880021,10.0
880022,10.0
880023,10.0
880024,9.0
880025,9.0
880027,9.0
880028,9.0
880029,10.0
880030,10.0
880031,9.0
880032,10.0
880033,10.0
880034,9.0
880035,9.0
880036,10.0
880037,10.0
880038,10.0
880039,10.0
880040,10.0
880041,10.0
880042,10.0
880043,10.0
880044,10.0
880045,9.0
880046,6.0
880047,9.0
880048,4.0
880049,9.0
880050,10.0
880051,10.0
880052,9.0
880053,7.0
880054,10.0
880055,10.0
880056,9.0
880057,10.0
880058,10.0
880059,9.0
880060,8.0
880061,10.0
880062,10.0
880063,10.0
880064,10.0
880065,9.0
880066,9.0
880067,10.0
880068,10.0
880069,9.0
880070,10.0
880071,10.0
880072,10.0
880073,9.0
880074,9.0
880075,10.0
880076,10.0
880077,9.0
880078,9.0
880079,10.0
880080,9.0
880081,10.0
880082,10.0
880083,9.0
880084,9.0
880085,10.0
880086,10.0
880087,9.0
880088,9.0
880089,9.0
880090,9.0
880091,4.0
880092,10.0
880093,9.0
880094,9.0
880095,10.0
880096,10.0
880097,9.0
880098,9.0
880099,10.0
880100,10.0
880101,10.0
880102,9.0
880103,8.0
880104,10.0
880106,3.0
880107,10.0
880108,9.0
880109,10.0
880110,9.0
880112,7.0
880113,10.0
880114,9.0
880115,10.0
880116,10.0
880117,10.0
880118,9.0
880119,10.0
880120,9.0
880121,10.0
880122,9.0
880123,10.0
880124,5.0
880125,10.0
880126,9.0
880127,10.0
880128,10.0
880129,4.0
880130,9.0
880132,9.0
880133,9.0
880134,10.0
880135,5.0
880136,10.0
880137,9.0
880138,9.0
880139,10.0
880140,10.0
880141,10.0
880142,10.0
880143,10.0
880144,4.0
880145,9.0
880146,9.0
880147,8.0
880148,10.0
880149,10.0
880150,10.0
880151,10.0
880153,10.0
880154,9.0
880155,9.0
880156,9.0
880157,10.0
880158,10.0
880159,10.0
880160,9.0
880161,9.0
880162,10.0
880163,9.0
880164,10.0
880165,10.0
880166,5.0
880167,10.0
880168,9.0
880169,9.0
880170,9.0
880171,10.0
880172,10.0
880173,9.0
880174,9.0
880175,10.0
880176,10.0
880177,8.0
880178,9.0
880179,10.0
880180,10.0
880181,9.0
880182,9.0
880183,10.0
880184,10.0
880185,10.0
880186,4.0
880187,10.0
880188,9.0
880189,10.0
880190,9.0
880191,10.0
880192,8.0
880195,10.0
880196,10.0
880197,9.0
880198,8.0
880200,9.0
880201,10.0
880202,5.0
880203,10.0
880204,9.0
880205,10.0
880207,10.0
880208,9.0
880209,9.0
880210,9.0
880211,9.0
880212,9.0
880213,10.0
880214,10.0
880215,8.0
880216,10.0
880217,10.0
880218,10.0
880219,8.0
880220,10.0
880221,9.0
880222,9.0
880223,10.0
880224,10.0
880225,9.0
880226,9.0
880227,10.0
880228,9.0
880229,10.0
880230,9.0
880231,10.0
880232,10.0
880234,10.0
880235,9.0
880236,9.0
880237,9.0
880239,9.0
880240,10.0
880241,9.0
880243,9.0
880244,10.0
880245,9.0
880246,10.0
880247,9.0
880248,10.0
880249,10.0
880250,9.0
880251,9.0
880252,9.0
880253,10.0
880254,10.0
880255,9.0
880257,10.0
880258,10.0
880259,9.0
880260,10.0
880261,9.0
880262,4.0
880263,9.0
880264,9.0
880265,10.0
880266,9.0
880267,9.0
880268,9.0
880269,9.0
880271,10.0
880272,9.0
880273,10.0
880274,10.0
880275,9.0
880276,9.0
880277,10.0
880278,9.0
880279,9.0
880280,10.0
880281,9.0
880282,9.0
880283,9.0
880284,2.0
880285,9.0
880286,9.0
880287,10.0
880289,9.0
880290,10.0
880291,10.0
880292,7.0
880293,10.0
880294,10.0
880295,9.0
880296,10.0
880297,9.0
880298,9.0
880299,10.0
880300,9.0
880301,9.0
880303,10.0
880304,10.0
880305,9.0
880306,10.0
880307,10.0
880308,10.0
880309,10.0
880310,10.0
880311,9.0
880312,10.0
880313,10.0
880314,10.0
880316,9.0
880317,10.0
880318,2.0
880319,10.0
880320,10.0
880321,10.0
880322,10.0
880323,10.0
880324,10.0
880325,10.0
880326,10.0
880327,8.0
880329,9.0
880330,10.0
880331,9.0
880332,10.0
880333,10.0
880334,9.0
880335,9.0
880336,9.0
880337,10.0
880338,10.0
880339,10.0
880340,9.0
880341,10.0
880342,9.0
880343,9.0
880344,9.0
880345,9.0
880347,9.0
880348,10.0
880349,10.0
880350,9.0
880351,10.0
880352,7.0
880353,10.0
880354,10.0
880355,10.0
