17973,9.0
17974,10.0
17975,10.0
17976,10.0
17977,10.0
17978,8.0
17979,2.0
17980,8.0
17981,10.0
17982,10.0
17983,11.0
17984,10.0
17985,9.0
17986,10.0
17987,9.0
17988,9.0
17989,10.0
17990,10.0
17991,9.0
17992,9.0
17993,10.0
17994,10.0
17995,10.0
17996,11.0
17997,10.0
17998,9.0
17999,10.0
18000,9.0
18001,10.0
18002,10.0
18003,10.0
18004,7.0
18005,10.0
18006,10.0
18007,10.0
18008,9.0
18009,10.0
18011,10.0
18012,10.0
18013,10.0
18014,9.0
18015,10.0
18016,10.0
18017,10.0
18018,10.0
18019,10.0
18020,10.0
18021,10.0
18022,10.0
18023,10.0
18024,10.0
18025,9.0
18026,10.0
18027,10.0
18028,10.0
18029,10.0
18030,10.0
18031,4.0
18032,9.0
18033,7.0
18034,9.0
18035,10.0
18036,9.0
18037,10.0
18038,9.0
18039,9.0
18040,10.0
18041,10.0
18042,10.0
18043,10.0
18044,10.0
18045,9.0
18046,9.0
18047,11.0
18048,10.0
18049,9.0
18050,10.0
18051,8.0
18052,10.0
18053,10.0
18054,10.0
18055,10.0
18056,10.0
18057,9.0
18058,10.0
18059,9.0
18060,9.0
18061,10.0
18062,10.0
18063,10.0
18064,9.0
18065,9.0
18066,10.0
18067,10.0
18068,11.0
18069,9.0
18070,9.0
18071,10.0
18072,10.0
18073,4.0
18074,10.0
18075,10.0
18076,10.0
18077,10.0
18078,10.0
18079,10.0
18080,10.0
18081,9.0
18082,10.0
18083,10.0
18084,9.0
18085,10.0
18086,9.0
18087,10.0
18088,10.0
18089,10.0
18090,10.0
18091,9.0
18092,10.0
18093,11.0
18094,7.0
18095,9.0
18096,10.0
18097,9.0
18098,10.0
18099,11.0
18100,10.0
18101,10.0
18102,9.0
18103,10.0
18104,10.0
18105,9.0
18106,9.0
18107,7.0
18108,10.0
18109,10.0
18110,10.0
18111,10.0
18112,10.0
18113,11.0
18115,10.0
18116,10.0
18117,9.0
18118,10.0
18119,9.0
18120,10.0
18121,9.0
18122,10.0
18123,10.0
18126,10.0
18127,10.0
18128,9.0
18129,10.0
18130,10.0
18131,10.0
18132,10.0
18133,9.0
18134,10.0
18135,9.0
18136,9.0
18137,10.0
18138,10.0
18139,9.0
18140,10.0
18141,10.0
18142,10.0
18143,10.0
18144,10.0
18145,10.0
18146,10.0
18147,10.0
18148,9.0
18149,10.0
18150,8.0
18152,10.0
18153,10.0
18154,10.0
18155,9.0
18156,10.0
18157,10.0
18158,10.0
18159,10.0
18160,10.0
18161,10.0
18163,6.0
18164,9.0
18165,9.0
18166,10.0
18167,9.0
18169,9.0
18170,10.0
18171,10.0
18172,10.0
18173,10.0
18174,10.0
18175,9.0
18176,10.0
18177,9.0
18178,10.0
18179,10.0
18180,10.0
18181,10.0
18182,9.0
18183,10.0
18184,9.0
18185,9.0
18186,11.0
18187,10.0
18188,10.0
18189,10.0
18190,10.0
18191,9.0
18192,10.0
18193,9.0
18194,10.0
18195,10.0
18196,10.0
18197,10.0
18198,10.0
18199,10.0
18200,10.0
18201,10.0
18202,10.0
18203,5.0
18204,9.0
25393,2.0
25394,2.0
25395,2.0
25396,2.0
25397,2.0
25398,2.0
25399,2.0
25400,2.0
25401,2.0
25402,2.0
25403,2.0
25404,2.0
25405,2.0
25406,2.0
25407,2.0
25408,2.0
25409,2.0
25410,2.0
25411,2.0
25412,2.0
25413,2.0
25414,2.0
25415,2.0
25416,2.0
25417,2.0
25418,2.0
25419,2.0
25420,2.0
25421,2.0
25422,2.0
25423,2.0
25424,2.0
25425,2.0
25426,2.0
25427,2.0
25428,2.0
25429,2.0
25430,2.0
25431,2.0
25432,2.0
25433,2.0
25434,2.0
25437,2.0
25438,2.0
25439,2.0
25440,2.0
25441,2.0
25442,2.0
25443,2.0
25444,2.0
25445,2.0
25446,2.0
25447,2.0
25448,2.0
25449,2.0
25450,2.0
25451,2.0
25452,2.0
25453,2.0
25454,2.0
25455,2.0
25456,2.0
25457,2.0
25458,2.0
25459,2.0
25460,2.0
25461,2.0
25462,2.0
25463,2.0
25464,2.0
25465,2.0
25466,2.0
25467,2.0
25468,2.0
25469,2.0
25470,2.0
25471,2.0
25472,2.0
25473,2.0
25474,2.0
25475,2.0
25476,2.0
25477,2.0
25478,2.0
25479,2.0
25480,2.0
25481,2.0
25482,2.0
25483,2.0
25484,2.0
25485,2.0
25486,2.0
25487,2.0
25488,2.0
25489,2.0
25490,2.0
25491,2.0
25492,2.0
25493,2.0
25494,2.0
25495,2.0
25497,2.0
25498,2.0
25499,2.0
25500,2.0
25502,2.0
25504,2.0
25505,2.0
25506,2.0
25507,2.0
25508,2.0
25509,2.0
25510,2.0
25511,2.0
25512,2.0
25513,2.0
25514,2.0
25515,2.0
25516,2.0
25517,2.0
25518,2.0
25519,2.0
25520,2.0
25521,2.0
25522,2.0
25523,2.0
25524,2.0
25525,2.0
25526,2.0
25527,2.0
25528,2.0
25529,2.0
25530,2.0
25531,2.0
25532,2.0
25534,2.0
25535,2.0
25536,2.0
25538,2.0
25540,2.0
25541,2.0
25542,2.0
25543,2.0
25544,2.0
25545,2.0
25546,2.0
25547,2.0
25548,2.0
25549,2.0
25550,2.0
25551,2.0
25552,2.0
25553,2.0
25554,2.0
25555,2.0
25556,2.0
25557,2.0
25558,2.0
25559,2.0
25561,2.0
25562,2.0
25563,2.0
25564,2.0
25565,2.0
25566,2.0
25567,2.0
25568,2.0
25569,2.0
25570,2.0
25571,2.0
25572,2.0
25573,2.0
25574,2.0
25575,2.0
25576,2.0
25577,2.0
25578,2.0
59418,10.0
59419,10.0
59420,10.0
59421,9.0
59423,9.0
59424,10.0
59425,10.0
59426,10.0
59427,10.0
59428,7.0
59429,11.0
59430,10.0
59431,10.0
59432,10.0
59433,10.0
59434,9.0
59435,9.0
59436,10.0
59437,10.0
59438,10.0
59439,10.0
59440,10.0
59441,9.0
59442,10.0
59443,10.0
59444,10.0
59445,10.0
59446,9.0
59447,10.0
59448,9.0
59449,10.0
59450,10.0
59451,9.0
59452,9.0
59453,10.0
59454,10.0
59456,10.0
59457,8.0
59458,10.0
59459,11.0
59460,10.0
59462,9.0
59463,10.0
59464,10.0
59465,10.0
59466,10.0
59467,9.0
59468,10.0
59469,9.0
59470,9.0
59471,9.0
59472,10.0
59473,10.0
59474,9.0
59475,10.0
59476,10.0
59477,10.0
59478,10.0
59479,8.0
59480,10.0
59481,10.0
59482,10.0
59483,8.0
59484,10.0
59485,10.0
59486,10.0
59487,10.0
59488,10.0
59489,10.0
59490,10.0
59491,10.0
59492,10.0
59493,10.0
59494,8.0
59495,9.0
59496,10.0
59497,9.0
59498,10.0
59499,10.0
59500,10.0
59501,9.0
59502,9.0
59503,10.0
59504,10.0
59505,9.0
59506,10.0
59507,10.0
59508,10.0
59509,10.0
59511,9.0
59512,9.0
59513,10.0
59514,10.0
59515,10.0
59516,10.0
59517,9.0
59518,10.0
59519,9.0
59520,10.0
59521,10.0
59522,10.0
59523,10.0
59524,10.0
59525,10.0
59526,9.0
59527,10.0
59528,10.0
59529,10.0
59530,10.0
59531,10.0
59532,9.0
59533,10.0
59534,9.0
59535,9.0
59536,10.0
59537,9.0
59538,10.0
59539,10.0
59540,10.0
59541,10.0
59543,10.0
59544,9.0
59545,10.0
59546,10.0
59547,10.0
59548,10.0
59549,9.0
59550,10.0
59551,9.0
59552,9.0
59553,10.0
59555,9.0
59556,10.0
59557,9.0
59558,10.0
59559,11.0
59560,10.0
59561,9.0
59562,10.0
59563,10.0
59564,10.0
59565,10.0
59566,6.0
59567,10.0
59568,9.0
59569,10.0
59570,10.0
59571,10.0
59572,10.0
59573,10.0
59575,9.0
59576,9.0
59577,10.0
59578,10.0
59579,9.0
59580,9.0
59581,9.0
59582,10.0
59583,10.0
59584,10.0
59585,9.0
59586,9.0
59587,10.0
59588,10.0
59589,10.0
