groupSizeDist,placementDist,placementNumHostsPerLeaf,seed,podsAlgorithm,podsNumBitmaps,podsNumNodesPerBitmap,podsRedundancyPerBitmap,podsNumRules,leafsAlgorithm,leafsNumBitmaps,leafsNumNodesPerBitmap,leafsRedundancyPerBitmap,leafsNumRules,unicastTraffic,multicastTraffic,baseeratTraffic,overlayTraffic
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,exact-match,20,3,0,64000,279403668,61583543,61583543,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,exact-match,30,3,0,10000,279403668,61583543,61583543,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,exact-match,30,3,0,64000,279403668,61583543,61583543,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,10000,279403668,61583543,85262651,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,64000,279403668,61583543,61583543,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,10000,279403668,61583543,70783482,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,64000,279403668,61583543,70497452,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,10000,279403668,61583543,76924335,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,64000,279403668,61583543,76924335,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,24,10000,279403668,61583543,84559226,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,24,64000,279403668,61583543,84559226,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,48,10000,279403668,61583543,88178621,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,48,64000,279403668,61583543,88178621,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,10000,279403668,61583543,62210459,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,64000,279403668,61583543,61583543,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,10000,279403668,61583543,67325891,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,64000,279403668,61583543,67325891,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,10000,279403668,61583543,71381235,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,64000,279403668,61583543,71381235,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,24,10000,279403668,61583543,73354145,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,24,64000,279403668,61583543,73354145,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,48,10000,279403668,61583543,73445879,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,48,64000,279403668,61583543,73445879,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,10000,279403668,61583543,61583543,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,64000,279403668,61583543,61583543,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,10000,279403668,61583543,63404382,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,64000,279403668,61583543,63404382,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,10000,279403668,61583543,63862688,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,64000,279403668,61583543,63862688,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,24,10000,279403668,61583543,63931105,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,24,64000,279403668,61583543,63931105,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,48,10000,279403668,61583543,63949082,137165444
wve,colocate-colocate-uniform,24,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,48,64000,279403668,61583543,63949082,137165444
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,exact-match,10,3,0,10000,281470944,62116393,79464574,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,exact-match,10,3,0,64000,281470944,62116393,62125587,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,exact-match,20,3,0,10000,281470944,62116393,62128637,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,exact-match,20,3,0,64000,281470944,62116393,62125587,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,exact-match,30,3,0,10000,281470944,62116393,62125587,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,exact-match,30,3,0,64000,281470944,62116393,62125587,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,10000,281470944,62116393,84743548,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,64000,281470944,62116393,62125587,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,10000,281470944,62116393,71491163,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,64000,281470944,62116393,71281818,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,10000,281470944,62116393,77651083,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,64000,281470944,62116393,77641162,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,24,10000,281470944,62116393,85199700,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,24,64000,281470944,62116393,85199700,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,48,10000,281470944,62116393,88836004,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,48,64000,281470944,62116393,88836004,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,10000,281470944,62116393,62564538,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,64000,281470944,62116393,62125587,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,10000,281470944,62116393,68231284,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,64000,281470944,62116393,68231284,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,10000,281470944,62116393,72589691,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,64000,281470944,62116393,72589691,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,24,10000,281470944,62116393,74789825,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,24,64000,281470944,62116393,74789825,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,48,10000,281470944,62116393,74893635,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,48,64000,281470944,62116393,74893635,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,10000,281470944,62116393,62125587,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,64000,281470944,62116393,62125587,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,10000,281470944,62116393,64159488,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,64000,281470944,62116393,64159488,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,10000,281470944,62116393,64699404,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,64000,281470944,62116393,64699404,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,24,10000,281470944,62116393,64786571,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,24,64000,281470944,62116393,64786571,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,48,10000,281470944,62116393,64814941,138602312
wve,colocate-colocate-uniform,48,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,48,64000,281470944,62116393,64814941,138602312
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,exact-match,10,3,0,10000,338115204,82423328,255425196,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,exact-match,10,3,0,64000,338115204,82423328,82437490,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,exact-match,20,3,0,10000,338115204,82423328,137676612,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,exact-match,20,3,0,64000,338115204,82423328,82437490,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,exact-match,30,3,0,10000,338115204,82423328,92310528,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,exact-match,30,3,0,64000,338115204,82423328,82437490,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,10000,338115204,82423328,302156356,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,64000,338115204,82423328,82437490,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,10000,338115204,82423328,147435609,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,6,64000,338115204,82423328,95989404,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,10000,338115204,82423328,141431243,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,64000,338115204,82423328,98808091,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,24,10000,338115204,82423328,139744036,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,24,64000,338115204,82423328,100974028,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,48,10000,338115204,82423328,139741500,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,48,64000,338115204,82423328,102161667,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,10000,338115204,82423328,171488636,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,0,64000,338115204,82423328,82437490,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,10000,338115204,82423328,97489323,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,64000,338115204,82423328,97489323,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,10000,338115204,82423328,103882037,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,12,64000,338115204,82423328,103882037,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,24,10000,338115204,82423328,107490392,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,24,64000,338115204,82423328,107490392,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,48,10000,338115204,82423328,108856543,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,48,64000,338115204,82423328,108856543,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,10000,338115204,82423328,104970965,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,64000,338115204,82423328,82437490,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,10000,338115204,82423328,95346994,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,64000,338115204,82423328,95346994,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,10000,338115204,82423328,99902823,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,64000,338115204,82423328,99902823,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,24,10000,338115204,82423328,103340797,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,24,64000,338115204,82423328,103340797,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,48,10000,338115204,82423328,104474303,199919596
wve,colocate-uniform,uniform,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,48,64000,338115204,82423328,104474303,199919596
