groupsCovered,groupsCoveredWithoutDefaultBitmap,groupSizeDist,placementDist,placementNumHostsPerLeaf,seed,podsAlgorithm,podsNumBitmaps,podsNumNodesPerBitmap,podsRedundancyPerBitmap,podsNumRules,leafsAlgorithm,leafsNumBitmaps,leafsNumNodesPerBitmap,leafsRedundancyPerBitmap,leafsNumRules
963624,963624,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,24,64000
998098,998098,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,48,10000
998098,998098,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,48,64000
769504,769109,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,10000
769109,769109,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,20,3,6,64000
803642,803642,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,0,64000
914590,914590,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,10000
914590,914590,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,12,64000
998465,998465,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,24,10000
998465,998465,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,24,64000
998466,998466,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,48,10000
998466,998466,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,48,64000
868265,868265,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,10000
868265,868265,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,30,3,6,64000
818875,818875,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,exact-match,30,3,0,64000
667075,643817,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,10000
643817,643817,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,0,64000
689454,681817,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,10000
681817,681817,uniform,colocate-colocate-uniform,12,2,random-fuzzy-match,2,3,6,64000,random-fuzzy-match,10,3,12,64000
